Unnamed: 0,title,body,date,language,predicted_score
4812,"HRS is great, hope it will grow.",initially changed hrs support local business found platform actual customer service really organize things something goes wrong really impressed business rates special offers greatest good platform easily finding place stay,"Date of experience: July 05, 2024",en,4
4813,undependable and useless,would rate minus stars possible reservation cancelled accommodation providers sufficient rooms despite hrs advertising informed hrs cancellation showed pm pegasus motor inn serviced apartments brisbane phone of hour line apartments informed cancelled booking due vacancies hrs advertised room almost sleep pay avoid sleeping street thank nothing avoid avoid avoid,"Date of experience: October 05, 2024",en,0
4814,Hotel didn't guarantee my reservation,hotel didst guarantee reservation done even notify issue credit carte old woman front desk respectful saying bad things german done even know speak language understood everything said would never use hotel would never use freaking app,"Date of experience: September 07, 2024",en,0
4815,Best Rate,made booking barcelona hotel using bookingcom found room cheaper hotel website days later found hotel hrs of euros less per night included breakfast hotel charging of per person booked hrs,"Date of experience: June 23, 2024",en,0
4816,special offers,site often special offers high quality hotels find anywhere else improve bit user friendliness site,"Date of experience: October 14, 2024",en,4
4817,latest arrival time/reception hours…,hrs seldom information latest check arrival time hotels place information small print category hotels must fill otherwise hrs greats switching language german seems possible hrs portal,"Date of experience: July 15, 2024",en,3
4818,I am very satisfied you can improve…,satisfied improve web page italian ask points applied automatically kind regards drmaurizio blast,"Date of experience: September 04, 2024",en,4
4819,HrS was available to show their…,hrs available show discount answering questions joining half priced hotel charges recommended,"Date of experience: September 28, 2024",en,4
4820,A great finding,much known like otis really worth book rooms want save money terrific prices beats rivals safe travels thank,"Date of experience: December 17, 2024",en,4
4821,Good choice!,easy booking process wide selection hotels even small cities convenient rates la reward points,"Date of experience: December 16, 2024",en,4
4822,Its a really good site when you need to…,really good site need book several rooms wants find good pricing,"Date of experience: December 16, 2024",en,4
4823,This was a great hotel,great hotel comfortable perfect short staysthe staff really helpful upon arrival nice location close centre rooms clean tidytheir breakfast delicious well much options choose wonderful experience hold,"Date of experience: November 18, 2024",en,4
4824,Friendly staff,friendly staff good location clean spacious room,"Date of experience: December 11, 2024",en,4
4825,First time here! Very positive impressions!,found site using catgut live tried find best route conditions trip registered became remember myers offers became available made reservation big discount sure live checked offers site know real savemoney offer,"Date of experience: October 11, 2024",en,4
4826,Effective jotel booking portal,simple fast bookings hotels particular germany choice big sometimes interesting special rates,"Date of experience: November 17, 2024",en,4
4827,Sometimes the prices on this site are better than other sites. Quick booking. User friendly site,hotels site significant discount business people although recently number limited past,"Date of experience: November 21, 2024",en,3
4828,Fully satisfied,best prices easy booking process,"Date of experience: December 14, 2024",en,4
4829,Great trough the app,easy process trough app quick confirmation hotel rate half price hotel website greathopefully wont problem check stay confirm a stars,"Date of experience: October 12, 2024",en,4
4830,You can book any hotel easily by using…,book hotel easily using valid credit card,"Date of experience: November 27, 2024",en,4
4831,HRS is uniquely trustworthy,hrs reliable hotel rating scheme always point ever issues never hrs hotel hrs staff email away humans end willing able actually helpplus course consistently great rates like bookingcom shows rates of difference room depending search,"Date of experience: July 25, 2024",en,4
4832,"HRS is great, hope it will grow.",initially changed hrs support local business found platform actual customer service really organize things something goes wrong really impressed business rates special offers greatest good platform easily finding place stay,"Date of experience: July 05, 2024",en,4
4833,undependable and useless,would rate minus stars possible reservation cancelled accommodation providers sufficient rooms despite hrs advertising informed hrs cancellation showed pm pegasus motor inn serviced apartments brisbane phone of hour line apartments informed cancelled booking due vacancies hrs advertised room almost sleep pay avoid sleeping street thank nothing avoid avoid avoid,"Date of experience: October 05, 2024",en,0
4834,Hotel didn't guarantee my reservation,hotel didst guarantee reservation done even notify issue credit carte old woman front desk respectful saying bad things german done even know speak language understood everything said would never use hotel would never use freaking app,"Date of experience: September 07, 2024",en,0
4835,Best Rate,made booking barcelona hotel using bookingcom found room cheaper hotel website days later found hotel hrs of euros less per night included breakfast hotel charging of per person booked hrs,"Date of experience: June 23, 2024",en,0
4836,special offers,site often special offers high quality hotels find anywhere else improve bit user friendliness site,"Date of experience: October 14, 2024",en,4
4837,latest arrival time/reception hours…,hrs seldom information latest check arrival time hotels place information small print category hotels must fill otherwise hrs greats switching language german seems possible hrs portal,"Date of experience: July 15, 2024",en,3
4838,I am very satisfied you can improve…,satisfied improve web page italian ask points applied automatically kind regards drmaurizio blast,"Date of experience: September 04, 2024",en,4
4839,HrS was available to show their…,hrs available show discount answering questions joining half priced hotel charges recommended,"Date of experience: September 28, 2024",en,4
4840,A great finding,much known like otis really worth book rooms want save money terrific prices beats rivals safe travels thank,"Date of experience: December 17, 2024",en,4
4841,Good choice!,easy booking process wide selection hotels even small cities convenient rates la reward points,"Date of experience: December 16, 2024",en,4
4842,Its a really good site when you need to…,really good site need book several rooms wants find good pricing,"Date of experience: December 16, 2024",en,4
4843,This was a great hotel,great hotel comfortable perfect short staysthe staff really helpful upon arrival nice location close centre rooms clean tidytheir breakfast delicious well much options choose wonderful experience hold,"Date of experience: November 18, 2024",en,4
4844,Friendly staff,friendly staff good location clean spacious room,"Date of experience: December 11, 2024",en,4
4845,First time here! Very positive impressions!,found site using catgut live tried find best route conditions trip registered became remember myers offers became available made reservation big discount sure live checked offers site know real savemoney offer,"Date of experience: October 11, 2024",en,4
4846,Effective jotel booking portal,simple fast bookings hotels particular germany choice big sometimes interesting special rates,"Date of experience: November 17, 2024",en,4
4847,Sometimes the prices on this site are better than other sites. Quick booking. User friendly site,hotels site significant discount business people although recently number limited past,"Date of experience: November 21, 2024",en,3
4848,Fully satisfied,best prices easy booking process,"Date of experience: December 14, 2024",en,4
4849,Great trough the app,easy process trough app quick confirmation hotel rate half price hotel website greathopefully wont problem check stay confirm a stars,"Date of experience: October 12, 2024",en,4
4850,You can book any hotel easily by using…,book hotel easily using valid credit card,"Date of experience: November 27, 2024",en,4
4851,HRS is uniquely trustworthy,hrs reliable hotel rating scheme always point ever issues never hrs hotel hrs staff email away humans end willing able actually helpplus course consistently great rates like bookingcom shows rates of difference room depending search,"Date of experience: July 25, 2024",en,4
4852,"HRS is great, hope it will grow.",initially changed hrs support local business found platform actual customer service really organize things something goes wrong really impressed business rates special offers greatest good platform easily finding place stay,"Date of experience: July 05, 2024",en,4
4853,undependable and useless,would rate minus stars possible reservation cancelled accommodation providers sufficient rooms despite hrs advertising informed hrs cancellation showed pm pegasus motor inn serviced apartments brisbane phone of hour line apartments informed cancelled booking due vacancies hrs advertised room almost sleep pay avoid sleeping street thank nothing avoid avoid avoid,"Date of experience: October 05, 2024",en,0
4854,Hotel didn't guarantee my reservation,hotel didst guarantee reservation done even notify issue credit carte old woman front desk respectful saying bad things german done even know speak language understood everything said would never use hotel would never use freaking app,"Date of experience: September 07, 2024",en,0
4855,Best Rate,made booking barcelona hotel using bookingcom found room cheaper hotel website days later found hotel hrs of euros less per night included breakfast hotel charging of per person booked hrs,"Date of experience: June 23, 2024",en,0
4856,special offers,site often special offers high quality hotels find anywhere else improve bit user friendliness site,"Date of experience: October 14, 2024",en,4
4857,latest arrival time/reception hours…,hrs seldom information latest check arrival time hotels place information small print category hotels must fill otherwise hrs greats switching language german seems possible hrs portal,"Date of experience: July 15, 2024",en,3
4858,I am very satisfied you can improve…,satisfied improve web page italian ask points applied automatically kind regards drmaurizio blast,"Date of experience: September 04, 2024",en,4
4859,HrS was available to show their…,hrs available show discount answering questions joining half priced hotel charges recommended,"Date of experience: September 28, 2024",en,4
4860,A great finding,much known like otis really worth book rooms want save money terrific prices beats rivals safe travels thank,"Date of experience: December 17, 2024",en,4
4861,Good choice!,easy booking process wide selection hotels even small cities convenient rates la reward points,"Date of experience: December 16, 2024",en,4
4862,Its a really good site when you need to…,really good site need book several rooms wants find good pricing,"Date of experience: December 16, 2024",en,4
4863,This was a great hotel,great hotel comfortable perfect short staysthe staff really helpful upon arrival nice location close centre rooms clean tidytheir breakfast delicious well much options choose wonderful experience hold,"Date of experience: November 18, 2024",en,4
4864,Friendly staff,friendly staff good location clean spacious room,"Date of experience: December 11, 2024",en,4
4865,First time here! Very positive impressions!,found site using catgut live tried find best route conditions trip registered became remember myers offers became available made reservation big discount sure live checked offers site know real savemoney offer,"Date of experience: October 11, 2024",en,4
4866,Effective jotel booking portal,simple fast bookings hotels particular germany choice big sometimes interesting special rates,"Date of experience: November 17, 2024",en,4
4867,Sometimes the prices on this site are better than other sites. Quick booking. User friendly site,hotels site significant discount business people although recently number limited past,"Date of experience: November 21, 2024",en,3
4868,Fully satisfied,best prices easy booking process,"Date of experience: December 14, 2024",en,4
4869,Great trough the app,easy process trough app quick confirmation hotel rate half price hotel website greathopefully wont problem check stay confirm a stars,"Date of experience: October 12, 2024",en,4
4870,You can book any hotel easily by using…,book hotel easily using valid credit card,"Date of experience: November 27, 2024",en,4
4871,HRS is uniquely trustworthy,hrs reliable hotel rating scheme always point ever issues never hrs hotel hrs staff email away humans end willing able actually helpplus course consistently great rates like bookingcom shows rates of difference room depending search,"Date of experience: July 25, 2024",en,4
4872,"HRS is great, hope it will grow.",initially changed hrs support local business found platform actual customer service really organize things something goes wrong really impressed business rates special offers greatest good platform easily finding place stay,"Date of experience: July 05, 2024",en,4
4873,undependable and useless,would rate minus stars possible reservation cancelled accommodation providers sufficient rooms despite hrs advertising informed hrs cancellation showed pm pegasus motor inn serviced apartments brisbane phone of hour line apartments informed cancelled booking due vacancies hrs advertised room almost sleep pay avoid sleeping street thank nothing avoid avoid avoid,"Date of experience: October 05, 2024",en,0
4874,Hotel didn't guarantee my reservation,hotel didst guarantee reservation done even notify issue credit carte old woman front desk respectful saying bad things german done even know speak language understood everything said would never use hotel would never use freaking app,"Date of experience: September 07, 2024",en,0
4875,Best Rate,made booking barcelona hotel using bookingcom found room cheaper hotel website days later found hotel hrs of euros less per night included breakfast hotel charging of per person booked hrs,"Date of experience: June 23, 2024",en,0
4876,special offers,site often special offers high quality hotels find anywhere else improve bit user friendliness site,"Date of experience: October 14, 2024",en,4
4877,latest arrival time/reception hours…,hrs seldom information latest check arrival time hotels place information small print category hotels must fill otherwise hrs greats switching language german seems possible hrs portal,"Date of experience: July 15, 2024",en,3
4878,I am very satisfied you can improve…,satisfied improve web page italian ask points applied automatically kind regards drmaurizio blast,"Date of experience: September 04, 2024",en,4
4879,HrS was available to show their…,hrs available show discount answering questions joining half priced hotel charges recommended,"Date of experience: September 28, 2024",en,4
4880,A great finding,much known like otis really worth book rooms want save money terrific prices beats rivals safe travels thank,"Date of experience: December 17, 2024",en,4
4881,Good choice!,easy booking process wide selection hotels even small cities convenient rates la reward points,"Date of experience: December 16, 2024",en,4
4882,Its a really good site when you need to…,really good site need book several rooms wants find good pricing,"Date of experience: December 16, 2024",en,4
4883,This was a great hotel,great hotel comfortable perfect short staysthe staff really helpful upon arrival nice location close centre rooms clean tidytheir breakfast delicious well much options choose wonderful experience hold,"Date of experience: November 18, 2024",en,4
4884,Friendly staff,friendly staff good location clean spacious room,"Date of experience: December 11, 2024",en,4
4885,First time here! Very positive impressions!,found site using catgut live tried find best route conditions trip registered became remember myers offers became available made reservation big discount sure live checked offers site know real savemoney offer,"Date of experience: October 11, 2024",en,4
4886,Effective jotel booking portal,simple fast bookings hotels particular germany choice big sometimes interesting special rates,"Date of experience: November 17, 2024",en,4
4887,Sometimes the prices on this site are better than other sites. Quick booking. User friendly site,hotels site significant discount business people although recently number limited past,"Date of experience: November 21, 2024",en,3
4888,Fully satisfied,best prices easy booking process,"Date of experience: December 14, 2024",en,4
4889,Great trough the app,easy process trough app quick confirmation hotel rate half price hotel website greathopefully wont problem check stay confirm a stars,"Date of experience: October 12, 2024",en,4
4890,You can book any hotel easily by using…,book hotel easily using valid credit card,"Date of experience: November 27, 2024",en,4
4891,HRS is uniquely trustworthy,hrs reliable hotel rating scheme always point ever issues never hrs hotel hrs staff email away humans end willing able actually helpplus course consistently great rates like bookingcom shows rates of difference room depending search,"Date of experience: July 25, 2024",en,4
4892,"HRS is great, hope it will grow.",initially changed hrs support local business found platform actual customer service really organize things something goes wrong really impressed business rates special offers greatest good platform easily finding place stay,"Date of experience: July 05, 2024",en,4
4893,undependable and useless,would rate minus stars possible reservation cancelled accommodation providers sufficient rooms despite hrs advertising informed hrs cancellation showed pm pegasus motor inn serviced apartments brisbane phone of hour line apartments informed cancelled booking due vacancies hrs advertised room almost sleep pay avoid sleeping street thank nothing avoid avoid avoid,"Date of experience: October 05, 2024",en,0
4894,Hotel didn't guarantee my reservation,hotel didst guarantee reservation done even notify issue credit carte old woman front desk respectful saying bad things german done even know speak language understood everything said would never use hotel would never use freaking app,"Date of experience: September 07, 2024",en,0
4895,Best Rate,made booking barcelona hotel using bookingcom found room cheaper hotel website days later found hotel hrs of euros less per night included breakfast hotel charging of per person booked hrs,"Date of experience: June 23, 2024",en,0
4896,special offers,site often special offers high quality hotels find anywhere else improve bit user friendliness site,"Date of experience: October 14, 2024",en,4
4897,latest arrival time/reception hours…,hrs seldom information latest check arrival time hotels place information small print category hotels must fill otherwise hrs greats switching language german seems possible hrs portal,"Date of experience: July 15, 2024",en,3
4898,I am very satisfied you can improve…,satisfied improve web page italian ask points applied automatically kind regards drmaurizio blast,"Date of experience: September 04, 2024",en,4
4899,HrS was available to show their…,hrs available show discount answering questions joining half priced hotel charges recommended,"Date of experience: September 28, 2024",en,4
4900,A great finding,much known like otis really worth book rooms want save money terrific prices beats rivals safe travels thank,"Date of experience: December 17, 2024",en,4
4901,Good choice!,easy booking process wide selection hotels even small cities convenient rates la reward points,"Date of experience: December 16, 2024",en,4
4902,Its a really good site when you need to…,really good site need book several rooms wants find good pricing,"Date of experience: December 16, 2024",en,4
4903,This was a great hotel,great hotel comfortable perfect short staysthe staff really helpful upon arrival nice location close centre rooms clean tidytheir breakfast delicious well much options choose wonderful experience hold,"Date of experience: November 18, 2024",en,4
4904,Friendly staff,friendly staff good location clean spacious room,"Date of experience: December 11, 2024",en,4
4905,First time here! Very positive impressions!,found site using catgut live tried find best route conditions trip registered became remember myers offers became available made reservation big discount sure live checked offers site know real savemoney offer,"Date of experience: October 11, 2024",en,4
4906,Effective jotel booking portal,simple fast bookings hotels particular germany choice big sometimes interesting special rates,"Date of experience: November 17, 2024",en,4
4907,Sometimes the prices on this site are better than other sites. Quick booking. User friendly site,hotels site significant discount business people although recently number limited past,"Date of experience: November 21, 2024",en,3
4908,Fully satisfied,best prices easy booking process,"Date of experience: December 14, 2024",en,4
4909,Great trough the app,easy process trough app quick confirmation hotel rate half price hotel website greathopefully wont problem check stay confirm a stars,"Date of experience: October 12, 2024",en,4
4910,You can book any hotel easily by using…,book hotel easily using valid credit card,"Date of experience: November 27, 2024",en,4
4911,HRS is uniquely trustworthy,hrs reliable hotel rating scheme always point ever issues never hrs hotel hrs staff email away humans end willing able actually helpplus course consistently great rates like bookingcom shows rates of difference room depending search,"Date of experience: July 25, 2024",en,4
4912,"HRS is great, hope it will grow.",initially changed hrs support local business found platform actual customer service really organize things something goes wrong really impressed business rates special offers greatest good platform easily finding place stay,"Date of experience: July 05, 2024",en,4
4913,undependable and useless,would rate minus stars possible reservation cancelled accommodation providers sufficient rooms despite hrs advertising informed hrs cancellation showed pm pegasus motor inn serviced apartments brisbane phone of hour line apartments informed cancelled booking due vacancies hrs advertised room almost sleep pay avoid sleeping street thank nothing avoid avoid avoid,"Date of experience: October 05, 2024",en,0
4914,Hotel didn't guarantee my reservation,hotel didst guarantee reservation done even notify issue credit carte old woman front desk respectful saying bad things german done even know speak language understood everything said would never use hotel would never use freaking app,"Date of experience: September 07, 2024",en,0
4915,Best Rate,made booking barcelona hotel using bookingcom found room cheaper hotel website days later found hotel hrs of euros less per night included breakfast hotel charging of per person booked hrs,"Date of experience: June 23, 2024",en,0
4916,special offers,site often special offers high quality hotels find anywhere else improve bit user friendliness site,"Date of experience: October 14, 2024",en,4
4917,latest arrival time/reception hours…,hrs seldom information latest check arrival time hotels place information small print category hotels must fill otherwise hrs greats switching language german seems possible hrs portal,"Date of experience: July 15, 2024",en,3
4918,I am very satisfied you can improve…,satisfied improve web page italian ask points applied automatically kind regards drmaurizio blast,"Date of experience: September 04, 2024",en,4
4919,HrS was available to show their…,hrs available show discount answering questions joining half priced hotel charges recommended,"Date of experience: September 28, 2024",en,4
4920,A great finding,much known like otis really worth book rooms want save money terrific prices beats rivals safe travels thank,"Date of experience: December 17, 2024",en,4
4921,Good choice!,easy booking process wide selection hotels even small cities convenient rates la reward points,"Date of experience: December 16, 2024",en,4
4922,Its a really good site when you need to…,really good site need book several rooms wants find good pricing,"Date of experience: December 16, 2024",en,4
4923,This was a great hotel,great hotel comfortable perfect short staysthe staff really helpful upon arrival nice location close centre rooms clean tidytheir breakfast delicious well much options choose wonderful experience hold,"Date of experience: November 18, 2024",en,4
4924,Friendly staff,friendly staff good location clean spacious room,"Date of experience: December 11, 2024",en,4
4925,First time here! Very positive impressions!,found site using catgut live tried find best route conditions trip registered became remember myers offers became available made reservation big discount sure live checked offers site know real savemoney offer,"Date of experience: October 11, 2024",en,4
4926,Effective jotel booking portal,simple fast bookings hotels particular germany choice big sometimes interesting special rates,"Date of experience: November 17, 2024",en,4
4927,Sometimes the prices on this site are better than other sites. Quick booking. User friendly site,hotels site significant discount business people although recently number limited past,"Date of experience: November 21, 2024",en,3
4928,Fully satisfied,best prices easy booking process,"Date of experience: December 14, 2024",en,4
4929,Great trough the app,easy process trough app quick confirmation hotel rate half price hotel website greathopefully wont problem check stay confirm a stars,"Date of experience: October 12, 2024",en,4
4930,You can book any hotel easily by using…,book hotel easily using valid credit card,"Date of experience: November 27, 2024",en,4
4931,HRS is uniquely trustworthy,hrs reliable hotel rating scheme always point ever issues never hrs hotel hrs staff email away humans end willing able actually helpplus course consistently great rates like bookingcom shows rates of difference room depending search,"Date of experience: July 25, 2024",en,4
4932,"HRS is great, hope it will grow.",initially changed hrs support local business found platform actual customer service really organize things something goes wrong really impressed business rates special offers greatest good platform easily finding place stay,"Date of experience: July 05, 2024",en,4
4933,undependable and useless,would rate minus stars possible reservation cancelled accommodation providers sufficient rooms despite hrs advertising informed hrs cancellation showed pm pegasus motor inn serviced apartments brisbane phone of hour line apartments informed cancelled booking due vacancies hrs advertised room almost sleep pay avoid sleeping street thank nothing avoid avoid avoid,"Date of experience: October 05, 2024",en,0
4934,Hotel didn't guarantee my reservation,hotel didst guarantee reservation done even notify issue credit carte old woman front desk respectful saying bad things german done even know speak language understood everything said would never use hotel would never use freaking app,"Date of experience: September 07, 2024",en,0
4935,Best Rate,made booking barcelona hotel using bookingcom found room cheaper hotel website days later found hotel hrs of euros less per night included breakfast hotel charging of per person booked hrs,"Date of experience: June 23, 2024",en,0
4936,special offers,site often special offers high quality hotels find anywhere else improve bit user friendliness site,"Date of experience: October 14, 2024",en,4
4937,latest arrival time/reception hours…,hrs seldom information latest check arrival time hotels place information small print category hotels must fill otherwise hrs greats switching language german seems possible hrs portal,"Date of experience: July 15, 2024",en,3
4938,I am very satisfied you can improve…,satisfied improve web page italian ask points applied automatically kind regards drmaurizio blast,"Date of experience: September 04, 2024",en,4
4939,HrS was available to show their…,hrs available show discount answering questions joining half priced hotel charges recommended,"Date of experience: September 28, 2024",en,4
4940,A great finding,much known like otis really worth book rooms want save money terrific prices beats rivals safe travels thank,"Date of experience: December 17, 2024",en,4
4941,Good choice!,easy booking process wide selection hotels even small cities convenient rates la reward points,"Date of experience: December 16, 2024",en,4
4942,Its a really good site when you need to…,really good site need book several rooms wants find good pricing,"Date of experience: December 16, 2024",en,4
4943,This was a great hotel,great hotel comfortable perfect short staysthe staff really helpful upon arrival nice location close centre rooms clean tidytheir breakfast delicious well much options choose wonderful experience hold,"Date of experience: November 18, 2024",en,4
4944,Friendly staff,friendly staff good location clean spacious room,"Date of experience: December 11, 2024",en,4
4945,First time here! Very positive impressions!,found site using catgut live tried find best route conditions trip registered became remember myers offers became available made reservation big discount sure live checked offers site know real savemoney offer,"Date of experience: October 11, 2024",en,4
4946,Effective jotel booking portal,simple fast bookings hotels particular germany choice big sometimes interesting special rates,"Date of experience: November 17, 2024",en,4
4947,Sometimes the prices on this site are better than other sites. Quick booking. User friendly site,hotels site significant discount business people although recently number limited past,"Date of experience: November 21, 2024",en,3
4948,Fully satisfied,best prices easy booking process,"Date of experience: December 14, 2024",en,4
4949,Great trough the app,easy process trough app quick confirmation hotel rate half price hotel website greathopefully wont problem check stay confirm a stars,"Date of experience: October 12, 2024",en,4
4950,You can book any hotel easily by using…,book hotel easily using valid credit card,"Date of experience: November 27, 2024",en,4
4951,HRS is uniquely trustworthy,hrs reliable hotel rating scheme always point ever issues never hrs hotel hrs staff email away humans end willing able actually helpplus course consistently great rates like bookingcom shows rates of difference room depending search,"Date of experience: July 25, 2024",en,4
4952,"HRS is great, hope it will grow.",initially changed hrs support local business found platform actual customer service really organize things something goes wrong really impressed business rates special offers greatest good platform easily finding place stay,"Date of experience: July 05, 2024",en,4
4953,undependable and useless,would rate minus stars possible reservation cancelled accommodation providers sufficient rooms despite hrs advertising informed hrs cancellation showed pm pegasus motor inn serviced apartments brisbane phone of hour line apartments informed cancelled booking due vacancies hrs advertised room almost sleep pay avoid sleeping street thank nothing avoid avoid avoid,"Date of experience: October 05, 2024",en,0
4954,Hotel didn't guarantee my reservation,hotel didst guarantee reservation done even notify issue credit carte old woman front desk respectful saying bad things german done even know speak language understood everything said would never use hotel would never use freaking app,"Date of experience: September 07, 2024",en,0
4955,Best Rate,made booking barcelona hotel using bookingcom found room cheaper hotel website days later found hotel hrs of euros less per night included breakfast hotel charging of per person booked hrs,"Date of experience: June 23, 2024",en,0
4956,special offers,site often special offers high quality hotels find anywhere else improve bit user friendliness site,"Date of experience: October 14, 2024",en,4
4957,latest arrival time/reception hours…,hrs seldom information latest check arrival time hotels place information small print category hotels must fill otherwise hrs greats switching language german seems possible hrs portal,"Date of experience: July 15, 2024",en,3
4958,I am very satisfied you can improve…,satisfied improve web page italian ask points applied automatically kind regards drmaurizio blast,"Date of experience: September 04, 2024",en,4
4959,HrS was available to show their…,hrs available show discount answering questions joining half priced hotel charges recommended,"Date of experience: September 28, 2024",en,4
4960,A great finding,much known like otis really worth book rooms want save money terrific prices beats rivals safe travels thank,"Date of experience: December 17, 2024",en,4
4961,Good choice!,easy booking process wide selection hotels even small cities convenient rates la reward points,"Date of experience: December 16, 2024",en,4
4962,Its a really good site when you need to…,really good site need book several rooms wants find good pricing,"Date of experience: December 16, 2024",en,4
4963,This was a great hotel,great hotel comfortable perfect short staysthe staff really helpful upon arrival nice location close centre rooms clean tidytheir breakfast delicious well much options choose wonderful experience hold,"Date of experience: November 18, 2024",en,4
4964,Friendly staff,friendly staff good location clean spacious room,"Date of experience: December 11, 2024",en,4
4965,First time here! Very positive impressions!,found site using catgut live tried find best route conditions trip registered became remember myers offers became available made reservation big discount sure live checked offers site know real savemoney offer,"Date of experience: October 11, 2024",en,4
4966,Effective jotel booking portal,simple fast bookings hotels particular germany choice big sometimes interesting special rates,"Date of experience: November 17, 2024",en,4
4967,Sometimes the prices on this site are better than other sites. Quick booking. User friendly site,hotels site significant discount business people although recently number limited past,"Date of experience: November 21, 2024",en,3
4968,Fully satisfied,best prices easy booking process,"Date of experience: December 14, 2024",en,4
4969,Great trough the app,easy process trough app quick confirmation hotel rate half price hotel website greathopefully wont problem check stay confirm a stars,"Date of experience: October 12, 2024",en,4
4970,You can book any hotel easily by using…,book hotel easily using valid credit card,"Date of experience: November 27, 2024",en,4
4971,HRS is uniquely trustworthy,hrs reliable hotel rating scheme always point ever issues never hrs hotel hrs staff email away humans end willing able actually helpplus course consistently great rates like bookingcom shows rates of difference room depending search,"Date of experience: July 25, 2024",en,4
4972,"HRS is great, hope it will grow.",initially changed hrs support local business found platform actual customer service really organize things something goes wrong really impressed business rates special offers greatest good platform easily finding place stay,"Date of experience: July 05, 2024",en,4
4973,undependable and useless,would rate minus stars possible reservation cancelled accommodation providers sufficient rooms despite hrs advertising informed hrs cancellation showed pm pegasus motor inn serviced apartments brisbane phone of hour line apartments informed cancelled booking due vacancies hrs advertised room almost sleep pay avoid sleeping street thank nothing avoid avoid avoid,"Date of experience: October 05, 2024",en,0
4974,Hotel didn't guarantee my reservation,hotel didst guarantee reservation done even notify issue credit carte old woman front desk respectful saying bad things german done even know speak language understood everything said would never use hotel would never use freaking app,"Date of experience: September 07, 2024",en,0
4975,Best Rate,made booking barcelona hotel using bookingcom found room cheaper hotel website days later found hotel hrs of euros less per night included breakfast hotel charging of per person booked hrs,"Date of experience: June 23, 2024",en,0
4976,special offers,site often special offers high quality hotels find anywhere else improve bit user friendliness site,"Date of experience: October 14, 2024",en,4
4977,latest arrival time/reception hours…,hrs seldom information latest check arrival time hotels place information small print category hotels must fill otherwise hrs greats switching language german seems possible hrs portal,"Date of experience: July 15, 2024",en,3
4978,I am very satisfied you can improve…,satisfied improve web page italian ask points applied automatically kind regards drmaurizio blast,"Date of experience: September 04, 2024",en,4
4979,HrS was available to show their…,hrs available show discount answering questions joining half priced hotel charges recommended,"Date of experience: September 28, 2024",en,4
4980,A great finding,much known like otis really worth book rooms want save money terrific prices beats rivals safe travels thank,"Date of experience: December 17, 2024",en,4
4981,Good choice!,easy booking process wide selection hotels even small cities convenient rates la reward points,"Date of experience: December 16, 2024",en,4
4982,Its a really good site when you need to…,really good site need book several rooms wants find good pricing,"Date of experience: December 16, 2024",en,4
4983,This was a great hotel,great hotel comfortable perfect short staysthe staff really helpful upon arrival nice location close centre rooms clean tidytheir breakfast delicious well much options choose wonderful experience hold,"Date of experience: November 18, 2024",en,4
4984,Friendly staff,friendly staff good location clean spacious room,"Date of experience: December 11, 2024",en,4
4985,First time here! Very positive impressions!,found site using catgut live tried find best route conditions trip registered became remember myers offers became available made reservation big discount sure live checked offers site know real savemoney offer,"Date of experience: October 11, 2024",en,4
4986,Effective jotel booking portal,simple fast bookings hotels particular germany choice big sometimes interesting special rates,"Date of experience: November 17, 2024",en,4
4987,Sometimes the prices on this site are better than other sites. Quick booking. User friendly site,hotels site significant discount business people although recently number limited past,"Date of experience: November 21, 2024",en,3
4988,Fully satisfied,best prices easy booking process,"Date of experience: December 14, 2024",en,4
4989,Great trough the app,easy process trough app quick confirmation hotel rate half price hotel website greathopefully wont problem check stay confirm a stars,"Date of experience: October 12, 2024",en,4
4990,You can book any hotel easily by using…,book hotel easily using valid credit card,"Date of experience: November 27, 2024",en,4
4991,HRS is uniquely trustworthy,hrs reliable hotel rating scheme always point ever issues never hrs hotel hrs staff email away humans end willing able actually helpplus course consistently great rates like bookingcom shows rates of difference room depending search,"Date of experience: July 25, 2024",en,4
4992,"HRS is great, hope it will grow.",initially changed hrs support local business found platform actual customer service really organize things something goes wrong really impressed business rates special offers greatest good platform easily finding place stay,"Date of experience: July 05, 2024",en,4
4993,undependable and useless,would rate minus stars possible reservation cancelled accommodation providers sufficient rooms despite hrs advertising informed hrs cancellation showed pm pegasus motor inn serviced apartments brisbane phone of hour line apartments informed cancelled booking due vacancies hrs advertised room almost sleep pay avoid sleeping street thank nothing avoid avoid avoid,"Date of experience: October 05, 2024",en,0
4994,Hotel didn't guarantee my reservation,hotel didst guarantee reservation done even notify issue credit carte old woman front desk respectful saying bad things german done even know speak language understood everything said would never use hotel would never use freaking app,"Date of experience: September 07, 2024",en,0
4995,Best Rate,made booking barcelona hotel using bookingcom found room cheaper hotel website days later found hotel hrs of euros less per night included breakfast hotel charging of per person booked hrs,"Date of experience: June 23, 2024",en,0
4996,special offers,site often special offers high quality hotels find anywhere else improve bit user friendliness site,"Date of experience: October 14, 2024",en,4
4997,latest arrival time/reception hours…,hrs seldom information latest check arrival time hotels place information small print category hotels must fill otherwise hrs greats switching language german seems possible hrs portal,"Date of experience: July 15, 2024",en,3
4998,I am very satisfied you can improve…,satisfied improve web page italian ask points applied automatically kind regards drmaurizio blast,"Date of experience: September 04, 2024",en,4
